,country,title,source,image_link,content,published_at,link
0,Korea,삼성 갤럭시폰에 챗GPT 탑재되나 오픈AI와 협업說,매일경제,,"챗GPT 개발사인 오픈AI가 삼성전자 제품에 자사 인공지능(AI) 기능을 탑재하는 방안에 대해 논의하고 있다는 외신 보도가 나왔다. 로이터통신은 21일(현지시간) 정보기술(IT) 전문 매체 디인포메이션이 소식통을 인용해 이같이 보도했다고 전했다. 디인포메이션에 따르면 오픈AI는 최근 애플과 맺은 것과 유사한 형태의 계약을 삼성전자와 협의하고 있다. 아이폰 등에 도입한 애플의 자체 AI 시스템 '애플 인텔리전스'에 챗GPT를 연동한 것처럼 삼성전자의 '갤럭시 AI'에도 챗GPT를 반영할 수 있다는 가능성이 거론된다. 현재 갤럭시 스마트폰에는 구글의 생성형 AI 모델 '제미나이'부터 이미지 검색 기능인 '서클 투 서치' 및 AI 기반 메시지 자동 생성 서비스 '매직 컴포즈' 등 구글의 AI 솔루션이 대거 탑재돼 있다. 이와 관련해 당사자인 오픈AI와 구글, 삼성전자 측은 로이터의 논평 요청에 입장을 밝히지 않았다. 시장에선 이 같은 오픈AI의 행보를 놓고 AI부터 검색, 브라우저, 모바일 등 구글이 영위하고 있는 전 사업 영역을 압박하는 구도가 그려지고 있다는 분석이 나온다. 이 시기 현지에선 미국 법무부가 '검색 공룡' 구글에 대해 웹브라우저 '크롬'을 강제 매각하도록 하는 등 법적인 강제 절차가 초읽기에 들어갔다. 이와 맞물려 디인포메이션은 오픈AI가 챗봇 기능을 결합한 웹브라우저를 개발하는 방안을 검토하고 있다고 보도했다. 디인포메이션은 ""오픈AI가 챗봇과 결합한 웹브라우저 개발을 고려해 관련 인력을 영입했다""고 전했다. 그러면서 ""삼성전자와 오픈AI 간 협상 현황은 알 수 없지만, 이미 구글은 오픈AI와의 경쟁 가능성에 대비하고 있다""며 ""만약 오픈AI가 실제 행동에 나선다면 구글의 더욱 큰 경쟁자가 될 것""이라고 밝혔다. [고민서 기자]",2024-11-22 17:58:59,https://www.mk.co.kr/news/it/11175668
1,Korea,"[한상라운지] “정권 바뀐 인도네시아, 반년은 탐색하며 투자를”",매일경제,https://pimg.mk.co.kr/news/cms/202411/22/news-p.v1.20241030.9f989c3136be44229ff57f2fb5077da6_P1.jpg,"한상라운지이강현 한인상공회의소 회장대기업 주재원으로 현지 정착삼성전자·현대차서 임원 역임이슬람 개종·인니여성과 결혼“고향 전주서 한상대회 뿌듯” 사진 확대 이강현 인도네시아 한인상공회의소 회장. 이충우 기자 “프라보워 수비안토 인도네시아 대통령은 국방부 장관을 지낸 전형적인 군부 출신입니다. ‘굿바이 조코위’ 시대가 왔대도 최소 반년은 숨을 죽이면서 사업의 기회를 엿봐야지요.”지난달 24일 전북 전주시 전북대에서 열린 한상들의 최대 축제 세계한인비즈니스대회(한상대회)에서 만난 이강현 인도네시아 한인상공회의소 회장(58)은 최근 정권이 바뀐 현지에서 사업 기회를 모색하는 국내 기업에 이같이 조언했다. 이 회장은 “특히 스리 물랴니 인드라와티 재무부 장관을 또 한 번 유임(3번째 임기) 시킨 건 지난 정부의 경제 정책을 승계하겠다는 의미”라면서도 “15명의 장관을 다시 기용했지만, 정책의 방향이 어디로 튈지 몰라 현재로선 예단하기 어렵다”고 말했다.이 회장은 인도네시아에서 ‘매직맨’으로 통한다. 통상 법안 하나를 통과시키려면 수년이 걸린다는 인도네시아에서 20년 넘게 머무는 동안 정부를 상대로 수십 건의 규제 풀었기 때문이다. 그는 1993년 삼성전자 인도네시아 주재원으로 현지에 정착해 삼성전자 인도네시아 법인 부사장을 거쳐 현대차 아태권역본부 부권역장을 역임하고 지금은 현대차 자문역으로 활동하고 있다. 외국인임에도 불구하고 30대에 인도네시아 전자협회 부회장을 거쳐 이후 회장까지 맡았다. 이런 경력을 기반으로 지난 2022년 6월 인도네시아 한인상공회의소 회장에 올랐다. 사진 확대 이강현 인도네시아 한인상공회의소 회장. 이충우 기자 이 회장의 ‘인니 사랑’이 시작된 건 1986년 한국외대 말레이·인도네시아어과에 진학하면서부터다. 그는 “대입지원서 3지망을 비워두기가 뭐해 써준 곳에서 유일하게 합격 통보를 받았다”며 “대학시절 우연한 기회에 한국을 알고 싶다는 인도네시아인과의 펜팔을 통해 그네들의 따스함과 순수함에 빠졌다”고 말했다. 그는 펜팔을 통해 현지 친구를 사귀는 데 대학 시간 대부분을 할애했다. 1991년 삼성전자 입사 후에도 그의 마음은 늘 인도네시아를 향했다.이 회장이 삼성그룹 역대 최연소로 인도네시아 주재원 자리를 입사 18개월 만에 얻은 과정은 더 놀랍다. 입사 후 첫 휴가를 내고 삼성전자 인도네시아 생산법인로 출근하는 기행을 보였고, 1992년 신입사원 하계수련대회에서 마른 체구로 천하장사에 등극하더니, 이를 계기로 한 사보 인터뷰에서 ‘내가 왜 인도네시아에 가야 하는지’를 설명했다. 인사팀장을 찾아가 6개월 안에 주재원을 보내주지 않을 시 퇴사하겠다는 으름장도 놨다. 그의 바람은 이뤄져 이 회장은 2020년 현대차 이직 전까지 삼성전자 근무 28년 동안 21년을 인도네시아에서 보냈다. 사진 확대 故 바하루딘 유숩 하비비 전 인도네시아 대통령(왼쪽)과 이강현 인도네시아 한인상공회의소 회장. [사진 출처 = 본인 제공] 인도네시아 주재원 생활을 시작한 그는 생활 전반까지도 인도네시아에 맞췄다. 양아들을 두는 인도네시아 관습에 따라 국립은행장이던 친구의 아버지가 이 회장을 양자(養子)로 삼았고, 이 회장은 양부모의 영향으로 무슬림으로 종교도 바꿨다. 1996년엔 양부모의 소개로 만난 인도네시아 고위 관료의 딸과 결혼했다. 국영 항공사 스튜어디스였던 부인은 결혼 후 현지 대학 한국어과에 입학했다. 부인은 인도네시아 국립대에서 한국어를 가르칠 만큼 유창한 한국어 실력을 자랑하게 됐다. 덕분에 이 회장의 아들 셋 모두는 한국어, 인도네시아어, 영어를 구사한다.그는 유명세를 바탕으로 TV의 공익광고 모델로 출연하기도 했다. 현지에선 그의 사인을 받아 가는 사람도 종종 있을 정도로 유명인이다. 영주권자인 그에게 정계 입문을 권유하는 사람도 많았다. 그럼에도 여전히 그는 한국인으로서의 품격과 자부심을 품는다. 고향 전북 전주를 생각하면 여전히 아련하다. 그는 전주해성고를 졸업할 때까지 전주에서 태어나고 전주에서 자란 토박이다. 지난 22~24일까지 열린 한상대회에 버선발로 한국으로 날아간 것도 고향에서 자신과 같은 한상들을 맞는 축제가 열린다는 점 때문이다. “여전히 내 뿌리는 이곳 전주지요.” 한상대회에서 만난 그가 이렇게 말했다.",2024-11-22 17:35:00,https://www.mk.co.kr/news/economy/11175611
2,Korea,현대차 ‘기획통’ 김걸 사장 퇴임,매일경제,https://pimg.mk.co.kr/news/cms/202411/23/news-p.v1.20241122.ee571f213d714ab3b187cde47755e09f_P1.png,"후배들 위해 자진 사의 표명정몽구재단 부이사장으로 발령 현대차그룹의 ‘기획통’ 김걸 기획조정실장 사장(사진)이 퇴임한다.22일 자동차 업계에 따르면 현대차그룹 기획조정실장 및 글로벌비즈니스센터(GBC) 담당 사장을 맡고 있던 김걸 사장이 이날 자진 사임했다. 현대차그룹은 김 사장을 정몽구재단 부이사장으로 발령냈다. 김 사장의 후임은 아직 정해지지 않았고, 오는 12월에 있을 임원 인사에서 후임자를 선임할 것으로 알려졌다.1988년 현대차에 입사한 김 사장은 2009년 글로벌 전략실장을 맡은 이후 기획조정실 전무와 부사장, 사장을 거쳤다. 정의선 회장의 최측근 경영진으로 그룹 기획 업무를 총괄해왔지만, 최근 후배들을 위해 자진해서 사임하겠다는 뜻을 밝힌 것으로 알려졌다. 사진 확대",2024-11-22 17:33:06,https://www.mk.co.kr/news/business/11175607
3,Korea,재계인사 3대 키워드…R&D·조직쇄신·트럼프 맞춤형,매일경제,https://pimg.mk.co.kr/news/cms/202411/23/20241123_01110109000001_L00.jpg,"다음주 슈퍼위크 … GS 27일·삼성 롯데 SK인사도 임박삼성전자 경쟁력 특단 대책메모리·파운드리 변화 촉각SK도 임원 20% 감축 기조美 계열사 아메리카스 키워GS그룹 디지털전환에 방점 사진 확대 글로벌 경제 불확실성이 가중되는 상황에서 비상 경영에 돌입한 삼성, SK, 롯데, GS그룹의 정기 임원인사가 임박했다. 승진 인사를 최소화하고 대대적인 조직개편을 통해 상당한 긴장감을 불어넣을 것으로 보인다. 재계 인사를 관통하는 키워드는 △조직 쇄신과 슬림화 △미래 사업을 위한 연구개발(R&D)·현장형 인재 전진 배치 △트럼프 시대 맞춤형 인사로 요약된다. 22일 재계에 따르면 삼성전자는 이르면 다음주 큰 폭의 사장단 인사를 단행한다. 삼성전자 인사 방향은 신상필벌과 근원적 경쟁력 회복이다. 인사 폭이 가장 클 수밖에 없는 부문은 반도체 담당인 디바이스솔루션(DS)이다. 경쟁사보다 체력이 약해졌다는 삼성 안팎의 판단 때문이다. 이에 삼성전자는 올해 5월 원포인트 인사를 통해 전영현 부회장을 구원투수로 등판시킨 바 있다. 전 부회장은 이달 ""근원적 연구부터 제품 양산에 이르는 선순환 체계를 확립해 반도체 개발 속도를 획기적으로 개선해나가겠다""고 강조했다. 인사·조직 쇄신을 시사한 대목이다. 삼성 안팎에서는 메모리·파운드리·시스템LSI 사업부 수장 교체를 포함하는 특단의 대책이 나올 것으로 전망한다. SK그룹은 12월 초 임원 인사가 예정돼 있지만 11월 말로 앞당겨지는 분위기다. 최창원 SK수펙스추구협의회 의장 취임 후 이뤄지는 첫 그룹인사다. 사업 리밸런싱(구조조정)을 진행 중인 SK는 강력한 인력 조정이 예상된다. SK는 지난해 말 219개였던 계열사를 연말까지 10% 이상 줄이며, 사별 임원 규모도 20% 이상 감축한다는 방침을 세웠다. SK 인사에서는 엔지니어 출신 현장형 인재가 발탁될 것으로 예측된다. 여기엔 최태원 회장과 최창원 의장 의중이 반영됐다. 고대역폭메모리(HBM) 사업을 성공적으로 이끌고 있는 곽노정 SK하이닉스 사장의 부회장 승진 여부도 관심사다. SK는 미국 도널드 트럼프 행정부 출범과 맞물려 미국에 설립한 SK아메리카스를 키울 예정이다. 이 회사 대표이자 SK온 최고경영자(CEO)인 유정준 부회장 역할이 커질 전망이다. 장용호 SK(주) 사장과 박상규 SK이노베이션 사장, 추형욱 SK E&S 사장 등 주요 계열사 핵심 리더들은 좀 더 회사를 이끌 것으로 알려졌다. GS는 이르면 오는 27일께 인사를 발표할 예정이다. GS그룹은 올해 인사에서 디지털전환(DX)과 R&D 인재 강화에 힘쓸 것으로 보인다. 허태수 GS그룹 회장은 DX 업무 혁신을 강조하고 있다. 지주사 (주)GS에서는 홍순기 대표 유임 여부가 관심사다. 그는 대표를 맡은 지 5년, 사장으로 승진한 지는 8년이 됐다. 계열사 중에선 GS건설 인사 폭이 클 것으로 관측된다. 건설업 불황이 장기화하면서 GS건설은 대규모 인사·조직개편이 예정돼 있다. 특히 40대 CEO인 허윤홍 대표가 경영 전면에 나서면서 세대 교체와 발탁 인사가 있을 것으로 예상된다. 롯데도 이르면 다음주 임원 인사를 발표할 예정이다. 롯데케미칼과 롯데쇼핑을 비롯한 주요 계열사의 대규모 인적 쇄신이 전망된다. 그룹 컨트롤타워인 롯데지주는 임원을 10~30% 축소하는 방안을 검토하는 것으로 알려졌다. 신동빈 회장의 장남 신유열 롯데지주 미래성장실장(전무)의 승진 여부에도 관심이 집중되고 있다. 이 밖에 삼양그룹도 다음주 임원 인사를 발표할 예정이다. [정승환 재계전문기자 / 추동훈 기자 / 이상덕 기자 / 박홍주 기자]",2024-11-22 17:58:59,https://www.mk.co.kr/news/business/11175667
4,Korea,"현대차 무뇨스 자신감 ""미국투자 더 늘리겠다""",매일경제,https://pimg.mk.co.kr/news/cms/202411/23/20241123_01110109000005_S00.jpg,"트럼프 규제정책 유연 대처 사진 확대 현대자동차의 첫 외국인 최고경영자(CEO)로 임명된 호세 무뇨스 글로벌 최고운영책임자(사장·사진)가 규제 변화와 상관없이 미국 투자를 늘리는 기존의 사업 방향성을 이어가겠다는 의지를 밝혔다. 무뇨스 사장은 22일 미국 캘리포니아주 로스앤젤레스(LA)에서 개최된 '2024 LA 오토쇼'에서 미국 트럼프 2기 행정부 출범과 관련해 ""사업의 방향성을 이어갈 대비가 돼 있다""고 말했다. 무뇨스 사장은 미국 시장에서 현대차의 상품성과 기술력에 대한 자신감을 보이면서 트럼프 행정부의 규제 정책에 유연하게 대처하며 미국 시장 투자를 더욱 늘려 나가겠다고 말했다. 그는 ""올해 3분기 미국에서 전년 동기 대비 5% 증가한 판매 기록을 세우며 4년 연속 새로운 기록을 경신했다""며 ""아이오닉 9은 현대의 브랜드를 더욱 높일 자동차가 될 것이라 자신한다""고 말했다. 또 2030년까지 21개 전기 모델 라인업 확보·글로벌 전기차 연간 200만대 판매, 하이브리드 전기 자동차 제품군 14개 모델로 2배 확대 등의 구체적인 목표를 세웠다. 무뇨스 사장은 이러한 목표를 이루기 위해 타사와의 협업을 강조했다. 현대차는 자율주행 업체 웨이모와 협업한다. 내년부터 전기차 전용공장인 조지아 메타플랜트에서 자율주행 택시용 아이오닉 5를 생산해 웨이모에 공급할 예정이다. 또 메타플랜트 인근 바토카운티에 LG에너지솔루션·SK온과 약 126억달러 규모를 투자해 배터리 합작공장(JV)을 짓는 사업도 언급됐다. 단순히 공장을 짓고 제품을 생산하는 것을 넘어 공장 인근 초등학교에 교육 프로그램 지원, 보건·안전 지원 등 지역사회에 공헌할 수 있는 방안도 활발히 진행하겠다는 계획이다. 발표 후 취재진이 도널드 트럼프 대통령 당선인의 인플레이션감축법(IRA) 폐지 검토 등으로 전기차 수출에 차질을 빚는 것 아니냐는 질문을 하자 무뇨스 사장은 ""메타플랜트 발표 시점도 IRA가 생기기 이전이기에 인센티브를 고려해 공장 설립을 결정했다고 볼 수 없다""고 말했다. [LA 한창호 기자]",2024-11-22 17:59:00,https://www.mk.co.kr/news/business/11175671
5,Korea,LG 주주환원 본격화 … 자사주 5천억 모두 소각,매일경제,,"2026년까지 밸류업 계획年 2회 반기배당도 도입 (주)LG가 기업가치 제고를 위해 2026년까지 5000억원 규모의 자사주를 전량 소각한다. (주)LG는 22일 주주환원 정책을 골자로 하는 기업가치 제고(밸류업) 계획을 공시했다. (주)LG는 2022년 5월 5000억원 규모의 자사주를 올해 말까지 취득하기로 결정했으며 지난 6월 조기에 매입을 완료했다. 소각 계획인 자사주는 보통주 605만9161주다. 기존에 분할 단주로 취득한 자사주(보통주 4만9828주·우선주 1만421주)도 내년 정기주주총회 승인을 전제로 전량 소각을 추진할 예정이다. 이와 함께 기존에 별도 재무제표 기준 당기순이익(일회성 비경상 이익 제외)의 50% 이상을 주주에게 환원하는 배당정책을 내년부터 60%로 10%포인트 상향하기로 했다. 2018∼2023년 평균 배당성향은 66% 수준이다. 기존에 연 1회 지급하던 배당금도 내년부터 중간 배당정책을 도입해 연 2회 지급하기로 했다. 중간 배당금도 내년 정기주주총회에서 정관 변경 승인으로 배당액을 먼저 확정하고, 배당기준일을 후에 설정하는 방식을 도입해 예측 가능한 배당정책으로 주주 권익을 제고할 계획이다. 이와 함께 (주)LG는 효율적 자원 배분과 주주환원 확대로 자기자본이익률(ROE)을 개선하는 선순환 체계를 구축해 2027년에 현 국내 지주회사 평균 자기자본이익률(4%)의 2배 이상인 8∼10% 달성을 지향하겠다는 목표를 내놨다. (주)LG는 안정적인 경영권 유지와 수익구조 제고를 위해 이달부터 LG전자(2000억원)와 LG화학(3000억원) 지분을 장내 매수 방식으로 취득하고 있다. 이날 LG디스플레이와 LG이노텍, LG화학, LG에너지솔루션 등 LG그룹 계열사들은 수익성 강화와 중장기 육성사업 성장, 주주환원 확대 등의 내용을 골자로 하는 밸류업 계획을 연이어 공시했다. LG디스플레이는 '기업 본연의 경쟁력 강화'를 밸류업을 위한 기본 방침으로 정했다. 내년 영업이익의 턴어라운드(개선)를 최우선 과제로 삼고, 하이엔드 유기발광다이오드(OLED) 등 수익성 중심의 포트폴리오 운영으로 사업 성과 확대, 원가 구조 개선을 통한 수익 구조 확보에 나설 계획이다. LG이노텍은 지난해 기준 12%인 ROE를 2030년까지 15% 이상으로 끌어올리겠다는 목표를 제시했다. 아울러 전장용 부품, 고부가가치 반도체 기판 등 신사업의 매출 규모를 8조원 이상으로 확대할 계획이다. LG화학은 2030년 매출(LG에너지솔루션 제외) 50조원을 달성하고, 3대 신성장동력 사업비중을 50%까지 끌어올린다는 계획을 수립했다. [박승주 기자]",2024-11-22 17:59:00,https://www.mk.co.kr/news/business/11175670
6,Korea,"한화오션 ""고발 취소""…HD현대 ""KDDX 손떼야""",매일경제,,"한국형 구축함 사업 갈등한화측 경찰 고발 취소했지만HD현대 ""방산신청 철회""맞서 한화오션이 22일 HD현대중공업에 대한 경찰 고발을 취소했다. 이에 대해 HD현대중공업은 ""늦었지만 다행""이라며 ""방산업체 지정 신청도 철회하길 바란다""는 입장을 밝혔다. 국내 양대 조선업체 간에 벌어지던 '한국형 구축함(KDDX)' 사업 갈등이 양사 오너(김동관·정기선) 교감설 속에 해결책을 모색하는 듯했지만 오히려 더 갈등이 심화되는 모습이다. 특히 한미 간 조선 협력이 미국 트럼프 2기 행정부에서 확대될 것으로 예상되는 가운데 'K해양방산'의 양대 업체 간 불화가 부각되는 데 대한 우려도 높아지고 있다. KDDX는 2030년까지 해군의 6000t급 차기 구축함 6척을 건조하는 사업이다. 이 중 초도함 수주를 놓고 양측이 갈등을 빚고 있다. 이날 한화오션은 보도자료를 통해 ""경찰청 국가수사본부에 고발 취소장을 제출했다""면서 ""고발 취소를 통해 상호 보완과 협력의 디딤돌을 마련하는 것이 현시점에서 국익을 위한 일이라고 판단한 것""이라고 밝혔다. 한화오션은 올해 3월 HD현대중공업의 KDDX 군사기밀 유출 사건과 관련해 임원 개입 여부를 수사해달라며 경찰청 국가수사본부에 고발장을 낸 바 있다. 한화오션은 고발 철회 배경을 ""정부의 원팀 전략에 적극 협조하고, 국내 조선산업 전반의 경쟁력 강화를 위해 업체 간 상호 협력이 필요한 시점이기 때문""이라고 설명했다. 한화오션의 고발 철회 결정은 김동관 한화그룹 부회장과 정기선 HD현대 수석부회장의 교감 이후 공개됐다는 후문이다. 그러나 한화오션의 결정에 대한 HD현대중공업 반응은 교감설과는 거리가 있다. HD현대는 ""KDDX 사업이 법과 원칙에 따라 신속히 진행되길 희망한다""며 ""사업이 많이 지연된 만큼 한화오션의 방산업체 지정 신청도 철회되길 희망한다""는 입장을 내놓았다. KDDX 수주 경쟁에서 HD현대가 우위를 차지하고 있는 상황이 한화오션의 고발 철회로 변동될 가능성을 막겠다는 뜻을 드러낸 것이다. 한화오션의 고발에 대응해 '명예훼손' 혐의로 맞고소한 것에 대해서는 ""대승적 차원에서 검토할 계획""이라고 철회 가능성을 내비쳤다. 양대 조선사 간 갈등이 해결될 조짐을 보이지 않자 수출 시장에서 '코리아 원팀'을 구성하는 방안도 멀어지고 있다. 방위산업계 관계자는 ""KDDX 갈등에서 한발씩 물러나 절충점을 찾는 노력이 필요하다""고 말했다. [안두원 기자]",2024-11-22 17:59:04,https://www.mk.co.kr/news/business/11175672
7,Korea,빙그레 인적분할 결정 지주회사 체제로 전환,매일경제,,"빙그레가 22일 이사회를 열어 내년 5월에 지주회사와 사업회사로 인적분할하기로 결의했다고 밝혔다. 분할 후 지주회사는 신규 사업투자와 자회사 관리 등 투자 부문에, 사업회사는 유가공 제품 등 음식료품의 생산 및 판매 부문에 집중하기로 했다. 이로써 부문별 사업 경쟁력과 성장 잠재력을 극대화하는 한편, 경영 자원을 효율적으로 배분해 시장에서 적정한 기업가치를 평가받고 궁극적으로 기업가치와 주주가치를 높일 것이라고 빙그레는 밝혔다. 이번 인적분할을 통해 설립될 '빙그레'(가칭)는 독립적으로 운영하는 경영 체제를 구축해 사업 전문성과 성장 전략을 강화하고, 급변하는 시장 환경에 선제적으로 대응해 사업 경쟁력을 높일 계획이다. 분할 존속회사인 '빙그레홀딩스'(가칭)는 지주회사로 전환해 각종 투자와 사업 포트폴리오를 전략적으로 관리한다. 해외 사업 비중을 확대하고 빙그레, 해태아이스크림 등 그룹 내 계열사 간 협업 시너지를 극대화하는 데 주력한다. 또 빙그레는 주주가치를 극대화하고 기업가치를 높이기 위해 현재 보유 중인 자사주 100만9440주(총 발행주식의 10.25%)를 별도 이사회 결의를 통해 전량 소각할 예정이라고 밝혔다. 업계는 빙그레의 지주회사 체제 전환이 경영권 승계에 미칠 영향에 주목하고 있다. 지난해 기준 빙그레의 최대주주는 김호연 빙그레 회장(36.75%)이며 특수관계자를 포함한 지분율은 40.89%다. [이효석 기자]",2024-11-22 17:59:00,https://www.mk.co.kr/news/business/11175669
8,Korea,[포토] 북미 시장 공략나선 기아 EV 시리즈,매일경제,https://pimg.mk.co.kr/news/cms/202411/23/20241123_01110109000007_L00.jpg,"사진 확대 북미 시장 공략나선 기아 EV 시리즈 21일(현지시간) 미국 로스앤젤레스(LA) 컨벤션센터에서 개막한 2024 LA 오토쇼에 설치된 기아 부스에 상품성 개선이 이뤄진 북미형 준중형 전기 스포츠유틸리티차량(SUV) EV6, 북미형 3열 대형 전기 SUV EV9(왼쪽부터)이 전시돼 있다. 기아",2024-11-22 17:59:05,https://www.mk.co.kr/news/business/11175673
9,Korea,"""카카오값 올라 인상 불가피"" 홈런볼·자유시간 200원 쑥",매일경제,,"국제 카카오 가격 인상 여파가 국내 과자 가격 인상으로 이어지고 있다. 22일 해태제과는 초콜릿 원료 비중이 높은 홈런볼, 자유시간 등 10개 제품 가격을 다음달 1일부터 평균 8.59% 인상한다고 밝혔다. 가격이 조정되는 제품은 거래처별 재고 물량을 고려해 차례로 공급된다. 이에 따라 자유시간(36g) 소비가 가격은 1000원에서 1200원으로 20% 오르고, 포키(46g)와 홈런볼(46g) 가격은 각각 1700원에서 1900원으로 11.8% 오른다. 오예스(360g)는 6000원에서 6600원으로 10% 비싸진다. 롤리폴리(62g)와 초코픽(45g)은 1700원에서 1800원으로 5.9% 인상된다. 이 밖에 버터링딥초코(155g)와 화이트엔젤(27g)은 각각 4500원(2.3% 인상), 1600원(6.7% 인상)이 되고 티피(45g)와 얼초(52g)는 1300원(8.3% 인상), 3100원(3.3% 인상)이 된다. 한국농수산식품유통공사(aT) 식품산업통계정보에 따르면 미국 뉴욕상품거래소 기준 20일(현지시간) 코코아 선물 가격은 t당 8492달러(약 1189만원)로 한 달 만에 14.8% 올랐다. [이효석 기자]",2024-11-22 18:01:14,https://www.mk.co.kr/news/business/11175686
